"stock","MortType","CatchYear","AABM Fishery_SEAK_All","AABM Fishery_NBC_T","AABM Fishery_NBC_S","AABM Fishery_WCVI_FW","AABM Fishery_WCVI_SPR T","AABM Fishery_WCVI_SUM T","AABM Fishery_WCVI_AABM S","ISBM Fishery_NBC & CBC_Central T","ISBM Fishery_NBC & CBC_North N","ISBM Fishery_NBC & CBC_TNBC Term N","ISBM Fishery_NBC & CBC_Central N","ISBM Fishery_NBC & CBC_TCBC Term N","ISBM Fishery_NBC & CBC_CBC S","ISBM Fishery_NBC & CBC_ TCBC TERM S","ISBM Fishery_NBC & CBC_NBC ISBM S","ISBM Fishery_NBC & CBC_TNBC TERM S","ISBM Fishery_Southern BC_GEO ST T","ISBM Fishery_Southern BC_WCVI N","ISBM Fishery_Southern BC_GEO ST N","ISBM Fishery_Southern BC_JNST N","ISBM Fishery_Southern BC_BC JF N","ISBM Fishery_Southern BC_FRASER N","ISBM Fishery_Southern BC_ TFRASER TERM N","ISBM Fishery_Southern BC_GEO ST S","ISBM Fishery_Southern BC_TGEO ST TERM S","ISBM Fishery_Southern BC_JNST S","ISBM Fishery_Southern BC_TJNST TERM S","ISBM Fishery_Southern BC_BC JF S","ISBM Fishery_Southern BC_TBC JF TERM S","ISBM Fishery_Southern BC_WCVI ISBM S","ISBM Fishery_US_T","Terminal Fishery_SEAK_All","Terminal Fishery_Canada_TNORTH FN","Terminal Fishery_Canada_TCENTRAL FN","Terminal Fishery_Canada_TGEO ST FN","Terminal Fishery_Canada_TFRAS FN","Terminal Fishery_Canada_CAN TBR TERM FN","Terminal Fishery_Canada_TWCVI TERM N","Terminal Fishery_Canada_TNORTH FS","Terminal Fishery_Canada_TCENTRAL FS","Terminal Fishery_Canada_TWCVI FS","Terminal Fishery_Canada_TFRASER FS","Terminal Fishery_Canada_TGS FS","Terminal Fishery_Canada_TWCVI TERM S","Terminal Fishery_Southern US_All","Escapement_    _Stray","Esc.",
"BQR","LC",2018,1.61290322580645,0.806451612903226,0,0,0.806451612903226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98924731182796,1.88172043010753,3.49462365591398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.4086021505376,
"BQR","TM",1979,5.44739429695182,1.90757128810226,0,0.216322517207473,0.924287118977384,1.33726647000983,0,10.5408062930187,0.530973451327434,0,3.55948869223206,0,0,0,0.137659783677483,0,20.9832841691249,0.0983284169124877,0,7.35496558505408,0.393313667649951,0,0,15.2802359882006,2.75319567354966,0.216322517207473,0,0,0,0.0786627335299902,0.216322517207473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137659783677483,0,27.8859390363815,
"BQR","TM",1980,3.59712230215827,4.65912983898595,0,3.39157245632066,0.582391229873244,0.685166152792052,0,7.15998629667694,0.856457690990065,0,2.6036313806098,0,0.308324768756423,0,0,0,15.2106885919836,0,0.0685166152792052,9.31825967797191,0,0.0685166152792052,0,20.1096265844467,3.66563891743748,1.06200753682768,0,0.0685166152792052,0,0,0.582391229873244,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685166152792052,0,25.9335388831792,
"BQR","TM",1981,2.79947916666667,1.43229166666667,0,0,0.260416666666667,1.3671875,0,12.3697916666667,2.01822916666667,0,2.5390625,0,0,0,0,0,17.5130208333333,0,0.716145833333333,8.72395833333333,0,0,0,32.8125,4.03645833333333,0.846354166666667,0,0.260416666666667,0,0.260416666666667,0.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2630208333333,
"BQR","TM",1982,7.49682337992376,4.70139771283355,0,1.01651842439644,0.508259212198221,3.04955527318933,0,6.09911054637865,3.17662007623888,0,5.33672172808132,0,0,0,0.254129606099111,0,12.579415501906,0,0,11.1817026683609,0.635324015247776,0,0,9.78398983481576,1.52477763659466,0.254129606099111,0,1.52477763659466,0,0,1.01651842439644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762388818297332,0.127064803049555,28.9707750952986,
"BQR","TM",1983,6.63780663780664,5.05050505050505,0,0,0,1.15440115440115,0,7.07070707070707,0.577200577200577,0,4.04040404040404,0,0.288600288600289,0,0,0,14.4300144300144,0,0.865800865800866,13.2756132756133,0,0,0,15.1515151515152,8.22510822510823,0.721500721500722,0,0,0,0,1.01010101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5007215007215,
"BQR","TM",1984,2.52707581227437,1.44404332129964,0,0,0.72202166064982,0.902527075812274,0,7.03971119133574,1.80505415162455,0,1.985559566787,0,0,0,1.08303249097473,0,9.02527075812274,0,0.36101083032491,5.77617328519856,0,0,0,39.5306859205776,4.51263537906137,4.69314079422383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5920577617329,
"BQR","TM",1985,7.71144278606965,2.11442786069652,0,0,0.497512437810945,1.11940298507463,0,4.35323383084577,1.61691542288557,0,4.97512437810945,0,0.621890547263682,0,0,0,2.36318407960199,0,1.3681592039801,9.70149253731343,0.621890547263682,0.373134328358209,0,24.7512437810945,7.46268656716418,1.24378109452736,0,0,0,0,1.3681592039801,0,0,0,0,0,0,0,0,0,0,0,1.3681592039801,0,0.870646766169154,0.248756218905473,25.2487562189055,
"BQR","TM",1986,3.34323922734027,0.742942050520059,0,0,0,1.41158989598811,0,13.5958395245171,0.520059435364042,0,7.28083209509658,0,0.817236255572065,0,0,0,9.9554234769688,0,0.891530460624071,6.01783060921248,0,0,0,29.5690936106984,4.45765230312036,2.00594353640416,0,0.37147102526003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04011887072808,0,0,0,17.9791976225854,
"BQR","TM",1987,10.929648241206,4.2713567839196,0,0,0,4.64824120603015,0,2.76381909547739,0.879396984924623,0,1.63316582914573,0,0,0,0,0,2.1356783919598,0,0.125628140703518,4.64824120603015,0.251256281407035,0,0,22.9899497487437,6.53266331658291,2.8894472361809,0,0,0,0,1.38190954773869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9195979899498,
"BQR","TM",1988,4.20475319926874,2.19378427787934,0,0,0,2.74223034734918,0,1.09689213893967,3.47349177330896,0,4.75319926873857,0,0,0,0,0,1.64533820840951,0,0.182815356489945,2.92504570383912,0.731261425959781,0,0,39.4881170018282,3.29067641681901,1.46252285191956,0,0,0,1.64533820840951,0.731261425959781,0,0,0,0,0,0,0,0,0,0,0,0.914076782449726,0,0,0.36563071297989,28.1535648994516,
"BQR","TM",1989,9.33544303797468,3.48101265822785,0,0,0,4.90506329113924,0,0.474683544303798,0.474683544303798,0,0.316455696202532,0,0,0,0,0,1.89873417721519,0,0.474683544303798,6.4873417721519,0,0,0,22.3101265822785,17.7215189873418,2.21518987341772,0,0,0,0,1.42405063291139,0.791139240506329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949367088607595,26.7405063291139,
"BQR","TM",1990,8.8348271446863,6.53008962868118,1.66453265044814,0,0,2.9449423815621,0,1.53649167733675,0.89628681177977,0,5.24967989756722,0,0,0,0,0,3.58514724711908,0,1.28040973111396,8.45070422535211,0,0,0,19.4622279129321,4.48143405889885,0.89628681177977,0,0,0,0,2.68886043533931,0,0,0,0,0.384122919334187,0,0,0,0,0,0,0,0,0,0.512163892445583,30.6017925736236,
"BQR","TM",1991,6.16352201257862,2.26415094339623,0,0,0,1.88679245283019,0,1.25786163522013,1.13207547169811,0,1.38364779874214,0,0.628930817610063,0,0,0,5.91194968553459,0,0.50314465408805,4.15094339622642,0,0,0,32.7044025157233,10.188679245283,1.50943396226415,0,0.251572327044025,0,0,0.50314465408805,0,0,0,0,0,0,0,0,0,0,0,0.50314465408805,0,0.377358490566038,0.880503144654088,27.7987421383648,
"BQR","TM",1992,10.718954248366,5.35947712418301,0,0,0,3.13725490196078,0,5.49019607843137,0.65359477124183,0,0.522875816993464,0,1.17647058823529,0,0,0,9.67320261437909,0,0.65359477124183,2.48366013071895,0,0,0,28.4967320261438,3.26797385620915,6.27450980392157,0,0.261437908496732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69934640522876,0,0.392156862745098,1.04575163398693,18.6928104575163,
"BQR","TM",1993,3.63288718929254,1.7208413001912,0,0,0,1.7208413001912,0,4.20650095602294,1.52963671128107,0,0.764818355640535,0,0,0,0,0,4.20650095602294,0,0.382409177820268,5.35372848948375,0,0,0,42.4474187380497,4.97131931166348,3.05927342256214,0,0,0,0,1.1472275334608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191204588910134,24.6653919694073,
"BQR","TM",1994,5.03597122302158,1.43884892086331,1.79856115107914,0,0,2.87769784172662,0,1.43884892086331,2.51798561151079,0,0.719424460431655,0,0,0,0,0,5.03597122302158,0,0,1.43884892086331,0,0,0,25.5395683453237,6.11510791366906,0,0,1.07913669064748,0,0,2.51798561151079,0,0,0,0,1.07913669064748,0,0,0,0,0,0,0,0,0,0.359712230215827,41.0071942446043,
"BQR","TM",1995,6.85483870967742,1.61290322580645,0,0,0,0,0,0,6.45161290322581,0,1.61290322580645,0,0,0,0,0,0,0,0,2.82258064516129,0,0,0,17.3387096774194,8.87096774193548,4.03225806451613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806451612903226,0,0,0.403225806451613,49.1935483870968,
"BQR","TM",1996,2.96495956873315,0.539083557951483,0,0,0,0.269541778975741,0,0,0.808625336927224,0,0,0,0.808625336927224,0,0,0,0,0,0,0.269541778975741,0,0,0,52.5606469002695,2.15633423180593,0,0,2.15633423180593,0,0,1.07816711590297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269541778975741,36.1185983827493,
"BQR","TM",1997,4.27350427350427,3.41880341880342,0,0,0,0,2.13675213675214,3.41880341880342,0,0,1.70940170940171,0,1.70940170940171,0,0,0,0.854700854700855,0,0,2.99145299145299,0,0,0,10.6837606837607,21.7948717948718,0,0,0,0,2.13675213675214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427350427350427,44.4444444444444,
"BQR","TM",1998,7.6555023923445,0,0,0,0,0,0,0,0,0,0,0,1.91387559808612,0,0,0,0,0,0,0,0,0,0,14.8325358851675,9.09090909090909,4.78468899521531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39234449760766,59.3301435406699,
"BQR","TM",1999,8.08080808080808,3.7037037037037,2.35690235690236,0,0,0,0,3.7037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1212121212121,2.35690235690236,2.69360269360269,0,0,0,3.7037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673400673400673,1.68350168350168,58.9225589225589,
"BQR","TM",2000,18.1451612903226,0,0,0,0,0,0,0,0,0,0.403225806451613,0,0,0,0,0,0,0,0,0,0,0,0,10.0806451612903,4.03225806451613,3.2258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2258064516129,0,60.8870967741936,
"BQR","TM",2001,15.719696969697,0,9.28030303030303,0,0.568181818181818,0,0,0,0,0,0,0,0.946969696969697,0,0,0,0,0,0,0,0,0,0,7.57575757575758,2.08333333333333,0.568181818181818,0,1.89393939393939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51515151515152,1.70454545454545,58.1439393939394,
"BQR","TM",2002,12.7596439169139,3.56083086053412,0,0,1.78041543026706,0,3.26409495548961,0,0,0,0,0,2.67062314540059,0,0.593471810089021,0,0,0,0,5.04451038575668,0,0,0,6.82492581602374,3.56083086053412,2.67062314540059,0,0,0,0,0.890207715133531,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78041543026706,2.37388724035608,52.2255192878338,
"BQR","TM",2003,10.8108108108108,0,0,0,3.47490347490348,0,0,0,0,0,0,0,10.03861003861,0,0,0,0,0,0,0,0,0,0,8.49420849420849,0,5.40540540540541,0,3.47490347490348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31660231660232,55.984555984556,
"BQR","TM",2004,9.95145631067961,5.33980582524272,0,0,0.728155339805825,0.728155339805825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9223300970874,0.485436893203883,3.64077669902913,0,0,0,0,1.45631067961165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242718446601942,1.94174757281553,64.5631067961165,
"BQR","TM",2005,10,2,0,3.66666666666667,1.66666666666667,0,2.83333333333333,0,0,0,1,0,2.5,0,0,0,0,0,0,0,0,0,0,6,1.5,13.3333333333333,0,1.33333333333333,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,1.16666666666667,49.1666666666667,
"BQR","TM",2006,10.24,1.6,0,0,0.64,0,0,0,0,0,0,0,2.88,0,0,0,0,0,0,0,0,0,0,4.16,3.84,1.6,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,73.92,
"BQR","TM",2007,13.5048231511254,5.30546623794212,3.21543408360129,0.643086816720257,0,0,2.2508038585209,0,0.964630225080386,0,0,0,0,0,1.28617363344051,0,0,0,0,0,0,0,0,6.10932475884244,5.30546623794212,4.5016077170418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964630225080386,0.482315112540193,55.4662379421222,
"BQR","TM",2008,8.74439461883408,1.79372197309417,0,0,0,0.896860986547085,2.91479820627803,0,0,0,0,0,1.79372197309417,0,2.24215246636771,0,0,0.448430493273543,0,0,0,0,0,8.74439461883408,2.46636771300448,3.81165919282511,0,0,0,3.81165919282511,4.7085201793722,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34529147982063,0.224215246636771,56.0538116591928,
"BQR","TM",2009,10.2517985611511,1.97841726618705,0,0,1.43884892086331,0,2.51798561151079,0,0,0,0,0,1.61870503597122,0,0,0,0,0,0,0,0,0,0,8.81294964028777,2.69784172661871,2.15827338129496,0,0,0,2.51798561151079,1.61870503597122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539568345323741,1.61870503597122,62.2302158273381,
"BQR","TM",2010,7.98319327731093,1.68067226890756,0,1.05042016806723,0,0,3.78151260504202,0,0,0,0,0,1.47058823529412,0,0,0,0,0,0,0,0,0,0,11.9747899159664,1.05042016806723,7.56302521008403,0,0,0,0,2.73109243697479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630252100840336,0.840336134453782,59.2436974789916,
"BQR","TM",2011,11.8546845124283,0,1.33843212237094,0,1.1472275334608,0,0,0,0,0,0,0,0.956022944550669,0,2.86806883365201,0,0,0,0,0,0,0,0,5.54493307839388,4.39770554493308,2.48565965583174,0,0,0,0.956022944550669,0,0,0,0,0,0,0,0,0,0,0,0,0.956022944550669,0,1.1472275334608,0.956022944550669,65.3919694072658,
"BQR","TM",2012,9.34065934065934,3.11355311355311,1.46520146520147,0,0.54945054945055,2.38095238095238,0,0,0,0,0,0,0.732600732600733,0,2.1978021978022,0,0,0,0,0,0,0,0,21.4285714285714,0.915750915750916,3.66300366300366,0,0.915750915750916,0,0,2.01465201465201,0,0,0,0,0,0,0,0,0,0,0,0.732600732600733,0,0,0.732600732600733,49.8168498168498,
"BQR","TM",2013,3.65448504983389,1.32890365448505,1.43964562569214,0.332225913621262,0.110741971207087,0,1.99335548172757,0,0,0,0,0,1.32890365448505,0,0,0,0,0,0,0,0,0,0,22.5913621262458,2.32558139534884,0.221483942414175,0,1.66112956810631,0,0,1.10741971207087,0,0,0,0,0,0,0,0,0,0,0,0.332225913621262,0,0.553709856035437,0.221483942414175,60.797342192691,
"BQR","TM",2014,5.41237113402062,1.23711340206186,0.77319587628866,0,0.206185567010309,0.206185567010309,2.37113402061856,0,0,0,0,0,0.309278350515464,0,0.618556701030928,0,0,0,0,0,0,0,0,30.6701030927835,7.21649484536082,3.71134020618557,0,0.670103092783505,0,0.824742268041237,1.08247422680412,0,0,0,0,0,0,0,0,0,0,0,0.309278350515464,0,0,0.103092783505155,44.2783505154639,
"BQR","TM",2015,5.96797671033479,0.873362445414847,0.194080543425522,0,0.679281901989326,0.436681222707424,0.630761766132945,0,0.0970402717127608,0,0,0,1.16448326055313,0,0.727802037845706,0,0,0,0,0,0,0,0,17.6128093158661,3.44492964580301,0.679281901989326,0,1.79524502668607,0,0,0.194080543425522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145560407569141,0.242600679281902,65.1140223192625,
"BQR","TM",2016,9.43708609271523,0.662251655629139,0,0,0,0,0.827814569536424,0,0,0,0,0,3.22847682119205,0,0.413907284768212,0,0,0,0,0,0,0,0,19.205298013245,8.11258278145695,1.15894039735099,0,4.47019867549669,0,1.90397350993377,1.24172185430464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165562913907285,0,49.1721854304636,
"BQR","TM",2017,2.29885057471264,1.72413793103448,0.574712643678161,0,0,0,0.14367816091954,0,0,0,0,0,0.718390804597701,0,2.29885057471264,0,0,0,0,0,0,0,0,9.6264367816092,2.01149425287356,3.87931034482759,0,3.16091954022989,0,0,0.28735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14367816091954,73.132183908046,
"BQR","TM",2018,1.73267326732673,0.742574257425743,0,0,0.742574257425743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3861386138614,2.47524752475248,5.1980198019802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.7227722772277,
"CHI","LC",1979,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"CHI","LC",1980,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"CHI","LC",1981,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"CHI","LC",1982,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"CHI","LC",1983,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"CHI","LC",1984,0,0.418604651162791,0,0.744186046511628,5.72093023255814,19.1162790697674,0.0697674418604651,4.6046511627907,0,0,0.186046511627907,0,0,0,0,0,14.046511627907,0.348837209302326,0,0.651162790697674,0.348837209302326,0,2.81395348837209,21.6744186046512,0,0,0,0.581395348837209,0,0,5.02325581395349,0,0,0,0,0,0,0,0,0,0,1.30232558139535,0.116279069767442,0,0,0.348837209302326,21.8837209302326,
"CHI","LC",1985,0.566304860783388,0.283152430391694,0,0,4.76639924492685,27.796130250118,0,2.2180273714016,0.235960358659745,0,0.47192071731949,0,0,0,0,0,5.0967437470505,0.755073147711185,0.188768286927796,0.802265219443134,1.93487494100991,0,2.07645115620576,20.7645115620576,0,0.188768286927796,0,0.47192071731949,0,0,10.9013685700802,0,0,0,0,0,0,0,0,0,0,1.03822557810288,0,0,0.330344502123643,5.28551203397829,13.8272770174611,
"CHI","LC",1986,0,0.755531570426336,0,0,2.9681597409606,16.1899622234215,0,2.48246087425796,0.539665407447383,0,0.971397733405289,0,0,0,0,0,7.66324878575283,0,0.971397733405289,0.431732325957906,3.72369131138694,0,7.66324878575283,18.8343227199137,0,0,0,0,0,0,11.8726389638424,0,0,0,0,0,0,0,0,0,0,1.34916351861846,0,0,0.539665407447383,1.29519697787372,21.7485159201295,
"CHI","LC",1987,0.0411184210526316,0.699013157894737,0,0,0,15.7894736842105,0.534539473684211,0.370065789473684,0,0,0.328947368421053,0,0,0,0,0,14.1447368421053,0,0.328947368421053,0.575657894736842,0.123355263157895,0,1.93256578947368,18.8733552631579,0,0.287828947368421,0,0,0,0,9.49835526315789,0,0,0,0,0,0,0,0,0,0,1.23355263157895,0,0,0.493421052631579,2.13815789473684,32.6069078947368,
"CHI","LC",1988,0.485222761358624,0.176444640494045,0,0,0,17.0710189677989,0,0,0,0,0.132333480370534,0,0,0,0,0,6.2637847375386,0,0,0.176444640494045,0.397000441111601,0,3.26422584913983,10.4102337891487,0,0,0,0,0,0,8.60167622408469,0,0,0,0,0,0,0,0,0,0,2.47022496691663,0,0,0,2.47022496691663,48.0811645346273,
"CHI","LC",1989,0.282485875706215,0,0,0,0,18.9265536723164,0,0,0.470809792843691,0,0.0941619585687382,0,0,0,0,0,1.41242937853107,0,0,0.753295668549906,1.50659133709981,0,1.41242937853107,14.1242937853107,0,0,0,0.564971751412429,0,0,9.79284369114878,0,0,0,0,0,0,0,0,0,0,0.659133709981168,0,0,0.376647834274953,2.54237288135593,47.0809792843691,
"CHI","LC",1990,0.800582241630277,0,0,0,0,8.87918486171761,2.25618631732169,0.145560407569141,0,0,1.38282387190684,0,0,0,0,0,3.42066957787482,0,1.2372634643377,0.436681222707424,0.436681222707424,0,0,9.53420669577875,0,0.291120815138282,0,0.436681222707424,0,0,21.688500727802,0,0,0,0,2.25618631732169,0,0,0,0,0,1.31004366812227,0,0,0.727802037845706,5.31295487627365,39.4468704512373,
"CHI","LC",1991,0.315955766192733,0.355450236966825,0,0,0.157977883096367,17.7725118483412,0.513428120063191,0.197472353870458,0.4739336492891,0,0.434439178515008,0,0,0,0,0,7.58293838862559,0,0.434439178515008,0.118483412322275,1.54028436018957,0,0,11.7298578199052,0,0.118483412322275,0,0.4739336492891,0,0.197472353870458,22.1169036334913,0,0,0,0,2.96208530805687,0,0,0,0,0,1.69826224328594,0,0,0.789889415481832,1.18483412322275,28.8309636650869,
"CHI","LC",1992,0.316455696202532,0.0791139240506329,0,0.210970464135021,0,17.4841772151899,0.131856540084388,0.606540084388186,0,0,0.263713080168776,0,0,0,0,0,5.22151898734177,0,0.184599156118143,0.0527426160337553,0.606540084388186,0,0,8.91350210970464,0,0.158227848101266,0,0.44831223628692,0,0,12.289029535865,0,0,0,0,0.55379746835443,0,0,0,0,0,1.18670886075949,0,0,0,1.66139240506329,49.6308016877637,
"CHI","LC",1993,0.158814187400741,0,0,0,0,11.5934356802541,0.370566437268396,0,0,0,0,0,0,0,0,0,6.40550555849656,0,0,0.105876124933827,0,0,0,5.98200105876125,0,0.317628374801482,0,0.158814187400741,0,0,7.78189518263632,0,0,0,0,1.37638962413976,0,0,0,0,0,1.95870831127581,0,0,0,2.22339862361038,61.5669666490207,
"CHI","LC",1994,0.482315112540193,0.643086816720257,0,0.321543408360129,0,6.43086816720257,0,0.321543408360129,0.482315112540193,0,1.12540192926045,0,0,0,0,0,2.73311897106109,0,0.482315112540193,0,3.05466237942122,0,0,3.85852090032154,0,0,0,0.482315112540193,0,2.41157556270096,8.52090032154341,0,0,0,0,1.76848874598071,0,0,0,0,0,6.27009646302251,0,0,0.482315112540193,0,60.128617363344,
"CHI","LC",1995,0,0,0,0,0,8.66733466933868,0.450901803607214,0,0.501002004008016,0,0.150300601202405,0,0,0,0,0,0,0,0,0,0.0501002004008016,0,0,5.31062124248497,0,0.150300601202405,0,0,0,0,3.90781563126253,0,0,0,0,2.05410821643287,0,0,0,0,0,0.901803607214429,0.150300601202405,0,0,0.0501002004008016,77.6553106212425,
"CHI","LC",1996,0.202839756592292,0,0,0,0,0,0.405679513184584,0,0.94658553076403,0,0,0,0,0,0,0,0,0,0,0.0676132521974307,0,0,0,11.7647058823529,0,0,0,1.35226504394861,0,0,8.11359026369168,0,0,0,0,1.01419878296146,0,0,0,0,0,2.16362407031778,0.270453008789723,0,0.338066260987153,0.0676132521974307,73.2927653820149,
"CHI","LC",1997,0.509731232622799,0.139017608897127,0,0,0,10.1482854494903,0.880444856348471,0.278035217794254,0.602409638554217,0,0,0,0,0,0,0,0,0,0,0.231696014828545,0,0,0,11.6774791473587,0,0.46339202965709,0,0.139017608897127,0,1.11214087117702,10.0092678405931,0,0,0,0,2.87303058387396,0,0,0,0,0,2.64133456904541,0,0,0.556070435588508,0,57.7386468952734,
"CHI","LC",1998,0.449149823548284,0,0,0.0641642605068977,0.160410651267244,0,0,0,0,0,0,0,0.192492781520693,0,0,0,0,0,0,0,0,0,0,2.47032402951556,0,0,0,0.256657042027591,0,0.256657042027591,3.68944497914662,0,0,0,0,0.160410651267244,0,0,0,0,0,1.18703881937761,0,0,0,0.481231953801732,90.6320179659929,
"CHI","LC",1999,0.0945477466120391,0.157579577686732,0,0.34667507091081,0,0,1.38670028364324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25716987078475,0,0.0945477466120391,0,0.283643239836117,0,0.441222817522849,12.3857548061771,0,0,0,0,0.441222817522849,0,0,0,0,0,1.57579577686732,0,0,0.630318310746927,0.315159155373464,73.5896627797037,
"CHI","LC",2000,0.0865051903114187,0,0,3.8638985005767,0.201845444059977,0,1.61476355247982,0,0,0,0,0,0.259515570934256,0,0,0,0,0,0,0,0,0,0,2.24913494809689,0,0,0,0.201845444059977,0,0.144175317185698,3.14302191464821,0,0,0,0,0,0,0,0,0,0,1.75893886966551,0,0,0.403690888119954,0.0288350634371396,86.0438292964245,
"CHI","LC",2001,0.131969646981194,0,0,1.88056746948202,2.14450676344441,0.527878587924777,1.78159023424612,0,0,0,0,0,0.164962058726493,0,0,0,0,0,0,0,0,0,0,6.59848234905972,0,0.0329924117452986,0,0.263939293962389,0,0,10.3596172880238,0,0,0,0,0.263939293962389,0,0,0,0,0,16.6611679313758,0,0,0.69284064665127,0.0329924117452986,58.4625536126691,
"CHI","LC",2002,0.247985120892746,0.103327133705311,0,0.909278776606737,6.50960942343459,0.557966522008679,3.84376937383757,0,0.0619962802231866,0,0,0,0.206654267410622,0,0,0,0,0,0,0,0,0,0,2.89315974374871,0,0,0,0.165323413928498,0,0.495970241785493,9.36143831370118,0,0,0,0,0.599297375490804,0,0,0,0,0,5.18702211200661,0,0,0.206654267410622,0,68.6505476338086,
"CHI","LC",2003,0.147151566113096,0,0,1.99705696867774,3.19529114988438,0,1.78684044565903,0,0,0,0,0,0.147151566113096,0,0,0,0,0,0,0,0,0,0,1.97603531637587,0,0,0,0.44145469833929,0,0.399411393735548,8.51376918225773,0,0,0,0,0.294303132226193,0,0,0,0,0,5.88606264452386,0,0,0,5.86504099222199,69.3504309438722,
"CHI","LC",2004,0.134851663170512,0.134851663170512,0,1.97782439316752,2.75696733593048,0.299670362601139,1.97782439316752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52831884926581,0,0,0,0.269703326341025,0,0,6.89241833982619,0,0,0,0,0.674258315852562,0,0,0,0,0,4.46508840275697,0,0,0,0.374587953251423,78.5136350014983,
"CHI","LC",2005,0.0239635753654445,0.0958543014617781,0,3.57057272945123,2.61202971483345,0.74287083632878,2.61202971483345,0,0,0,0.0718907260963336,0,0.191708602923556,0,0,0,0,0,0,0,0,0,0,1.55763239875389,0,0,0,1.294033069734,0,1.12628804217589,4.5770428947999,0,0,0,0,3.2830098250659,0,0,0,0,0,5.39180445722502,0,0,0.599089384136113,0,72.2501797268152,
"CHI","LC",2006,0,0.448430493273543,0,4.11061285500747,2.65321375186846,0.85949177877429,1.94319880418535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04633781763827,0,0,0,1.00896860986547,0,0.0747384155455904,4.11061285500747,0,0,0,0,0.635276532137519,0,0,0,0,0,4.6711509715994,0,0,0.0747384155455904,1.00896860986547,77.3542600896861,
"CHI","LC",2007,0,0.171453064723532,0,2.35747963994856,2.95756536648093,0,2.0145735105015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600085726532362,0,0,0,0,0,0,2.22888984140592,0,0,0,0,2.0145735105015,0,0,0,0,0,4.71495927989713,0,0,0.42863266180883,0.128589798542649,82.3831975996571,
"CHI","LC",2008,0.218818380743982,0,0,0,4.74106491611962,6.09044493070751,3.50109409190372,0,0,0,0,0,0,0,0,0,0,0.0729394602479942,0,0,0,0,0,1.60466812545587,0,0,0,0,0,0.948212983223924,7.22100656455142,0,0,0,0,0.984682713347921,0,0,0,0,0,9.33625091174325,0,0,0.656455142231947,0.61998541210795,64.0043763676149,
